5077630508,20.6,
9705542819,34.48,6
5490741331,73.84,75
2736892144,44.53,47
6278848413,10.0,46
3640786137,68.52,20
9189699163,42.23,13
3747497036,2.69,
8032996722,57.87,23
1948336265,14.86,74
1830894625,53.57,94
8742923220,2.42,92
1616438209,30.62,50
5596076379,97.33,97
1191257504,41.5,24
5551100703,95.68,3
8692722276,16.02,87
4392342585,92.98,37
,39.27,12
2826348117,34.6,30
4581389484,8.9,84
5840767477,9.83,95
5030438764,79.5,9
2882502559,12.44,92
9619611644,69.25,
7069042837,86.67,74
1271231180,75.23,34
3528630502,56.74,61
0544193913,46.93,57
3189287459,17.43,26
7091632830,61.31,5
7778209970,60.0,17
7392254107,32.8,55
8231327362,13.73,13
7104062709,77.96,90
5662153708,64.64,29
0319533690,41.57,87
5367380896,25.01,23
2450905068,65.81,15
7850407027,78.79,15
9881432677,55.75,48
9156729177,43.7,13
2799896064,31.6,23
8235893314,5.94,8
9330894257,42.54,40
7121444811,30.25,67
6553886302,94.03,32
9580185740,70.49,35
7567152334,45.24,98
0984018330,30.23,92
2683042153,59.17,84
6105182073,28.12,67
8125616560,45.83,22
2262467129,,62
5508832363,14.39,9
6446943423,20.66,58
3142179506,38.49,31
5409093654,11.52,31
9635007630,52.06,99
5656976639,32.51,88
4984918104,56.81,74
9356227312,95.46,7
7524040074,73.32,81
9684085215,24.97,8
5518730011,80.81,68
7016015809,62.17,62
0739424172,24.72,98
5344475862,54.4,3
2744645281,79.82,21
3929049443,50.59,87
4162792659,59.44,77
0879824306,22.2,95
1738214331,88.32,42
1399813924,11.38,16
2470255756,53.17,78
4192645461,12.58,68
6814064051,15.53,24
5087928839,45.49,44
6137280460,74.71,14
8480898528,49.39,4
1605747164,14.87,38
5337071119,64.13,69
,67.05,19
2339396296,44.57,
6586278716,89.81,99
2961949768,95.96,83
6605129376,80.1,20
5303319997,2.81,86
3119973506,63.64,32
0675039847,23.41,3
3895746325,59.56,3
2970870327,2.55,52
5660251188,67.24,37
4863459312,37.94,83
4810564108,6.65,46
3753131484,6.14,88
1415494056,71.7,61
4153736773,21.51,88
0400535595,79.95,40
9903379357,13.76,42
0909066545,92.05,56
6933009209,32.74,46
7573284146,60.51,61
4385070133,22.93,7
0988994068,48.79,91
1186545569,75.61,88
0603571413,37.63,64
0323464119,67.28,40
1146310342,50.0,29
1905392956,64.5,44
8389087367,92.5,44
8483165731,57.81,77
1856009800,50.96,90
8020076320,67.19,54
8076414039,59.19,83
3673303245,41.41,14
8680524686,43.43,84
8152256821,12.36,59
0339804224,98.62,12
0444366500,4.97,72
4071912129,51.54,42
1041079206,68.61,5
7184089906,28.26,15
1149154223,43.4,63
1479309690,62.95,
4072877474,9.99,31
9593779976,39.33,33
7535155967,81.1,73
0538681659,82.66,25
3470356710,6.72,10
2066389867,35.62,72
7641182145,22.91,46
8979948568,33.47,12
5569075159,77.87,87
8390169620,77.68,36
4587309553,48.23,11
9746963139,95.18,73
3391570461,77.92,100
2176053085,38.05,87
7739438200,16.67,99
9725419283,25.08,96
7892541915,49.65,42
8341318422,37.66,34
2590244486,19.83,19
,8.44,64
2221070250,4.7,16
4489210663,86.16,
3832294909,60.76,3
9163506598,27.91,98
9692320138,33.37,93
4925826937,10.38,95
4916409987,10.44,91
8126207562,78.11,55
7239520349,44.34,48
8351174745,31.69,71
5125376744,33.33,38
1243544780,24.01,69
1065675096,73.83,81
1105007168,33.24,25
5253323935,7.4,29
6786570706,83.37,16
6612840945,3.42,70
6130067370,81.68,98
1182686824,68.94,79
2029472580,31.71,80
7321614974,47.2,14
5196660526,67.25,73
,61.71,15
1083249205,78.85,83
0274600291,30.36,50
3911267578,84.92,66
9287043595,20.15,85
8119027773,25.45,99
1197201998,19.72,1
7429532562,29.42,10
2651706119,63.73,86
2324182267,43.74,50
0477010866,21.37,91
7458279786,67.71,55
9152362859,97.43,63
9248412784,55.78,76
9317056740,61.52,48
8785721780,96.28,42
8754888016,31.59,65
7443758819,14.17,63
3819174169,55.72,4
5040889493,74.1,82
0351848868,18.19,11
7137228801,8.01,40
1439769385,64.72,16
5506471541,53.64,19
3498014266,86.39,72
8300375970,34.54,32
,70.32,52
3041587024,41.57,30
9678420858,69.63,81
0696675733,17.76,14
2932935793,25.76,20
9412298288,26.81,83
8794055818,47.12,67
5448469211,4.76,30
6212546259,86.4,80
7369145947,46.38,46
8330378425,21.63,10
